num_leaves,learning_rate,min_data_in_leaf,feature_fraction,bagging_fraction,lambda_l1,lambda_l2,ktr,krpm,ntrees,runtm,auc_rs_avg,auc_rs_std,auc_test_avg,auc_test_sd
100,0.03,10,0.6,0.6,0,0.1,1,100,535.05,2.36975000000239,0.781921480671981,0.00161720683072429,0.717418518742145,0.00249300203026497
200,0.03,50,0.6,0.8,0.1,0,2,1,507.8,3.55710000000108,0.796651872940974,0.00155784807251844,0.723806269319257,0.002464451392231
5000,0.03,50,1,0.6,0,0.01,2,2,252.3,7.77644999999902,0.804149370686455,0.00149713619132941,0.731905729166247,0.00213460188017622
5000,0.1,5,0.8,1,0,0.01,2,3,34.25,4.89875000000029,0.801078378879306,0.00127647856842087,0.7448646118166,0.00215842450214794
200,0.01,20,0.6,0.8,0,0.01,2,4,1162.85,7.81430000000109,0.79645927475835,0.00127834953393609,0.724914948921653,0.0026230566723172
100,0.1,5,1,0.4,0,0.3,2,5,302.75,1.24915000000037,0.80079378796733,0.0014842457228913,0.737465277694748,0.00222302878865863
500,0.1,10,0.8,0.6,0,0.01,2,6,95.25,1.35995000000257,0.810297735631866,0.00120888814314256,0.743106832807054,0.00249068682123391
5000,0.01,20,1,0.6,0,0,2,7,440.25,29.3507000000042,0.792022958863099,0.00193149867687988,0.728991754379029,0.00203718223198981
1000,0.1,20,0.8,0.6,0.01,0,2,8,77.3,2.03349999999627,0.809601419633188,0.0017847929342283,0.740580594124623,0.00230799146566778
5000,0.01,20,0.8,0.8,0.01,0.01,2,9,495,28.5890999999989,0.809645570948168,0.00117114692384066,0.736736759001573,0.00224873118805945
2000,0.01,10,1,0.4,0.01,0,2,10,427.45,19.931650000003,0.794751089889443,0.00189719528502638,0.733167892004734,0.00215922533745532
2000,0.1,20,1,1,0.1,0.01,2,11,49.15,2.66015000000189,0.792049143317766,0.00148501981689572,0.730559757461451,0.00209310778642823
500,0.03,10,1,0.8,0.1,0,2,12,279.05,3.72869999999675,0.808567517924433,0.00139478155892105,0.738779940424911,0.00234083829025599
500,0.1,5,0.8,1,0.3,0,2,13,105.3,1.43474999999598,0.815143774366359,0.00139827374520169,0.745447137841828,0.00231162436788071
2000,0.01,50,1,0.4,0,0.3,2,14,752.4,19.1770999999979,0.80067611949487,0.00146391292687027,0.73132321095765,0.00209335663190181
5000,0.01,50,0.6,0.6,0,0,2,15,743.35,17.772950000003,0.794083785579861,0.00121308248156169,0.726723489051691,0.00254092489277719
5000,0.03,5,0.6,0.4,0.3,0.1,2,16,193.85,14.846100000001,0.80682344441032,0.00139035602055143,0.736794059137755,0.00243285857256828
2000,0.1,5,0.6,0.4,0,0,2,17,54.7,2.80669999999664,0.799013341639539,0.00102161112363232,0.732697363516798,0.00230664031596371
5000,0.01,50,0.6,0.4,0.3,0,2,18,805.9,16.0020000000004,0.797574213494165,0.00175822107652717,0.727233744068022,0.00255928858505525
5000,0.1,20,0.8,0.4,0,0,2,19,46.4,3.62724999999627,0.803506596217067,0.00137365741939645,0.739109745305122,0.00219228661540642
5000,0.1,10,0.8,0.6,0.01,0,2,20,37.2,4.43780000000115,0.800826483538408,0.00139988130366162,0.7442499518059,0.00226908541101441
5000,0.01,5,0.6,0.8,0,0,2,21,365.7,37.996149999999,0.806841303664462,0.00141013251223749,0.734791421044041,0.00231253120033373
2000,0.03,50,0.6,1,0,0,2,22,346.25,7.70034999999916,0.80020461091839,0.00156905119804281,0.728081806330127,0.00254061360864922
1000,0.1,10,0.6,1,0,0,2,23,68.35,1.74604999999865,0.803553164197127,0.00145865681629724,0.729051447389239,0.00230041451643216
100,0.01,20,1,1,0,0,2,24,1661.55,7.11590000000433,0.794500689518312,0.00136989723435819,0.728790921903975,0.00218048137776457
5000,0.01,20,1,0.8,0,0,2,25,453.65,30.4132500000022,0.791281210039613,0.00153832359112372,0.729148196772137,0.00218415787930537
200,0.03,10,1,0.8,0.01,0.1,2,26,480.95,3.1900999999998,0.802301012749428,0.00142241982073234,0.735716274924048,0.0022384301689428
100,0.1,50,1,0.8,0.01,0,2,27,239.65,1.09759999999951,0.796146303032846,0.00166344396713081,0.732128408283232,0.00211769476521909
2000,0.1,10,0.6,1,0,0.3,2,28,66.1,3.06794999999693,0.801160474834757,0.00160606582751412,0.729606897225387,0.00232035674103594
100,0.01,20,1,0.8,0.1,0.1,2,29,1870.55,7.9409500000038,0.797662670683433,0.00128720261040851,0.730007227996349,0.00223525171086526
2000,0.03,50,1,0.4,0,0,2,30,240.2,6.72434999999969,0.802749529849692,0.00163088574030902,0.731389440636933,0.00213436367020721
5000,0.1,50,0.6,0.6,0,0,2,31,89.45,2.36600000000035,0.792852059889372,0.00152988325377686,0.72192650321926,0.00242101400929022
2000,0.01,50,1,1,0.1,0,2,32,738.5,19.2625500000009,0.802452601674024,0.001256357527888,0.731097571377929,0.00205472576646149
100,0.01,5,1,1,0,0,2,33,1856,7.29824999999837,0.796925996780658,0.00161009683593372,0.72999944221107,0.00226809645453189
2000,0.01,5,0.8,1,0,0,2,34,452.8,20.2342500000028,0.819936453489451,0.00122226042415329,0.745739651119728,0.00233419459930788
2000,0.03,10,0.8,1,0,0,2,35,156.8,7.32205000000249,0.814574725460621,0.00138056575827667,0.740345815333325,0.00221116471600471
2000,0.01,10,1,0.4,0,0.1,2,36,435.85,20.3272999999987,0.797779107911364,0.00184474190552823,0.733051396723064,0.00213087490416201
2000,0.1,5,0.8,1,0,0,2,37,44.7,2.48619999999646,0.81187105132393,0.000872784369953204,0.748381445334838,0.0023433912017249
1000,0.01,5,1,0.8,0.1,0,2,38,585.75,13.7892499999987,0.811938430271137,0.00142544829146679,0.741789157559362,0.00232527402546597
200,0.03,50,0.6,0.8,0.3,0.3,2,39,534.95,3.91554999999498,0.794625929071286,0.00162518914974419,0.724294081238971,0.00252354388794757
500,0.01,10,0.6,0.8,0.01,0.1,2,40,877.9,10.6945500000045,0.806168884661405,0.00173568854156837,0.733258202054076,0.00249368473966721
1000,0.01,5,0.8,0.4,0.3,0,2,41,682.6,15.3618499999982,0.823272440938158,0.00116973236409404,0.747171528658011,0.00234542631435175
1000,0.1,20,0.8,0.8,0,0.01,2,42,77.1,1.97684999999765,0.811400205876065,0.00175064694367046,0.7404881581458,0.00243596430459658
100,0.1,5,0.6,0.6,0,0,2,43,195.55,0.873749999998836,0.782202915934724,0.00142560093820152,0.721824324548352,0.0025455333764921
100,0.01,10,1,0.6,0,0.01,2,44,1775.8,7.24535000000033,0.79488518658197,0.00249102540345342,0.730124326082988,0.00227526864044374
500,0.1,20,0.8,0.4,0,0,2,45,94.2,1.32805000000226,0.809806726620525,0.00122019382370122,0.739586803922123,0.0024078304614511
200,0.03,50,0.6,0.8,0,0,2,46,502.35,3.50409999999974,0.795561806925349,0.00165153551427979,0.723144573080934,0.00252411305465961
500,0.1,20,0.8,0.4,0.1,0.01,2,47,96.55,1.38034999999945,0.809394111289872,0.00155540498441278,0.739357130542322,0.00239583071442902
200,0.03,50,1,0.8,0,0,2,48,562.3,3.75495000000083,0.802168379064912,0.00146254962583536,0.735295105679722,0.00223541144083555
200,0.01,10,1,1,0.01,0,2,49,1170.9,7.52795000000188,0.802762205316612,0.00148855275010644,0.733710868162545,0.002300457003218
2000,0.01,20,1,0.6,0,0.1,2,50,484.1,21.4430000000022,0.794620769570691,0.00172619702330079,0.729139845504428,0.00212213981910749
5000,0.01,10,0.8,0.8,0,0,2,51,362.75,37.4852999999959,0.81190496981767,0.00168340359063729,0.738328901090869,0.00222776925716911
1000,0.03,50,0.8,0.4,0,0,2,52,278.45,6.19975000000268,0.81166158144268,0.0015136754782275,0.736339309164483,0.00231225115194496
5000,0.1,5,0.8,0.4,0,0.1,2,53,35.3,5.0632500000007,0.801856320669281,0.00174572434433644,0.747796852509413,0.0021526066596599
1000,0.01,10,1,0.8,0,0,2,54,547.75,12.5406499999997,0.805638639142985,0.00117535625525876,0.738014605244079,0.00230881556926307
200,0.03,50,1,0.6,0,0,2,55,558.35,3.75920000000333,0.804195073348239,0.0017066002323658,0.73506879252267,0.00218731851016899
100,0.1,50,0.8,0.8,0,0,2,56,264.55,1.17669999999926,0.800284458952591,0.00106443144118611,0.732868220898818,0.00236010561325203
2000,0.01,5,1,0.4,0,0,2,57,414.8,19.2172500000044,0.802405898157213,0.00112722349256947,0.73764031154505,0.00219433568483179
200,0.03,5,0.6,1,0,0.1,2,58,437.8,2.81775000000052,0.796584885398873,0.00136771942393086,0.728193066798084,0.00257260114870976
1000,0.01,20,0.6,0.8,0,0,2,59,662.75,13.9209500000055,0.803468411987375,0.0012598372303866,0.73273824598531,0.00247972260183335
5000,0.03,5,0.6,0.8,0.3,0.1,2,60,194.6,14.8489500000025,0.807729187752187,0.00147716560777223,0.736554594559007,0.00245994292792971
1000,0.01,50,0.6,0.6,0,0.3,2,61,763.9,13.4030999999988,0.794385609809018,0.00173755704962652,0.726578274945311,0.00244879807542226
5000,0.01,20,0.6,0.4,0,0,2,62,608.45,31.2417000000016,0.803431028820349,0.00133316080264915,0.731854032903435,0.0025509676420841
2000,0.1,5,0.6,0.8,0,0,2,63,56.15,2.90120000000461,0.801275289112911,0.00149825422244744,0.731862643139424,0.00237580533719092
5000,0.01,5,1,0.8,0,0,2,64,281.3,32.2028000000079,0.774731056352573,0.00169146954054313,0.719820754134346,0.00213692009139224
100,0.03,10,1,0.8,0.01,0,2,65,632.45,2.76400000000431,0.798607790691524,0.00163344417903281,0.731087018552676,0.00230865690215469
500,0.01,50,0.6,0.8,0.3,0.01,2,66,1038.65,12.7694500000071,0.80073140853397,0.00132445715834122,0.726056682574606,0.00243222706022596
1000,0.03,50,0.6,0.4,0,0,2,67,346.65,6.68520000000426,0.801186025874124,0.00129597064320547,0.728117348245811,0.00251649960762606
1000,0.01,20,0.8,1,0,0,2,68,665.15,14.7334499999997,0.815313163256013,0.00134630940148532,0.740189674208029,0.00232682172424398
2000,0.01,10,0.6,0.8,0,0,2,69,575.2,24.2790999999997,0.809573127940098,0.00141862132401634,0.734099582817844,0.00247607404844462
100,0.1,10,0.8,0.8,0.3,0,2,70,265.05,1.14319999999716,0.803521305334898,0.00130652508223555,0.736169161466691,0.00235719480107851
2000,0.01,10,1,1,0.1,0,2,71,434.1,20.3410499999969,0.797585211124335,0.00179715492848779,0.733200620062865,0.00219136038851572
200,0.03,5,1,0.8,0,0.3,2,72,548.95,3.43894999999902,0.806922971178566,0.00164950370995726,0.737628249712726,0.0022789751990044
100,0.03,20,1,0.8,0,0,2,73,699.35,2.94704999999085,0.798541323330541,0.00138457493973324,0.731405839741641,0.00224775125546478
200,0.1,20,0.6,0.6,0,0.1,2,74,172.45,1.25479999999516,0.794958996140526,0.000928898165620188,0.724577055180956,0.00261965100864866
1000,0.01,50,0.8,0.6,0.01,0,2,75,833.15,17.992750000002,0.809403260225483,0.00161813207314964,0.736347127478115,0.00224938088027606
5000,0.1,20,0.8,0.6,0.01,0,2,76,46.2,3.31890000001004,0.803042595969958,0.00162948554139918,0.738487878741082,0.00222235326219155
1000,0.01,20,0.6,1,0.01,0,2,77,666.65,14.090200000006,0.807223257757524,0.00133055884074376,0.732806664746113,0.00253495430126326
500,0.03,5,1,0.6,0,0,2,78,269.05,3.52035000000615,0.81142302824477,0.00174727636122202,0.740104390205438,0.00226221967381416
200,0.1,5,1,0.8,0,0,2,79,146.55,0.989899999997579,0.796910710391103,0.00162798496539423,0.736809406471142,0.00219783177716781
100,0.03,10,1,0.8,0.01,0.01,2,80,627.1,2.65395000000426,0.794063117626496,0.0015939457161282,0.730767354981441,0.00231991347888117
200,0.1,20,0.6,0.6,0,0.3,2,81,185.75,1.31755000000121,0.793965921524558,0.00178611463044059,0.725152887265669,0.00258949879119995
500,0.1,50,0.6,0.4,0,0,2,82,97.35,1.45400000000664,0.78976401100018,0.00140091198462759,0.720946775859678,0.0024101240000016
500,0.1,20,1,1,0.3,0,2,83,100.1,1.51735000000044,0.804633293262471,0.0015847644348341,0.738882815221631,0.00231629700815876
5000,0.03,10,0.8,0.8,0.1,0,2,84,139.4,12.3201000000001,0.808703700192124,0.00111099937356941,0.739145251046477,0.00224223937952005
500,0.03,5,0.8,0.8,0,0,2,85,310.7,3.87964999999967,0.819431083301472,0.00118042661722577,0.743605353557596,0.00238404649151062
1000,0.01,10,1,1,0,0.3,2,86,604.2,14.2168000000005,0.808003986409487,0.00113921249719731,0.737517176081704,0.00222323891391618
2000,0.01,20,0.6,0.4,0.1,0,2,87,629.7,22.540300000002,0.803631999820312,0.000989466686791003,0.732439104932466,0.00250721941092098
5000,0.03,10,1,0.4,0,0,2,88,113.95,13.2454499999993,0.781522229904992,0.00152763961276802,0.72353161865186,0.00216848455548257
2000,0.03,50,0.6,1,0,0,2,89,349.5,7.77540000000445,0.800467256645226,0.00120330332016256,0.727484275916496,0.00246339638737405
200,0.03,50,0.6,1,0,0.3,2,90,508.85,3.58810000000231,0.797329782672206,0.0012069347377825,0.723218818034168,0.00249951753353999
1000,0.03,20,0.8,0.4,0,0,2,91,235.2,5.37410000000091,0.813145432546416,0.00140819892111941,0.739336634215442,0.00246277766020585
2000,0.01,10,0.6,0.4,0,0.3,2,92,603.55,24.7003500000021,0.80825835738083,0.00131419207393419,0.735122924479664,0.00245691292882541
5000,0.03,20,0.6,0.8,0.3,0,2,93,276.3,10.0945999999996,0.810100483059994,0.00161181176228853,0.73499570942628,0.00257387512071734
1000,0.1,5,1,0.6,0.3,0,2,94,64.3,1.83490000000165,0.808795169737479,0.00133456790060563,0.742987787300846,0.00222886501429502
200,0.01,50,0.8,0.4,0.1,0,2,95,1528.95,10.3123500000016,0.805774888086704,0.00163992415962307,0.734354113150634,0.0022148250946036
1000,0.03,5,0.6,0.4,0.01,0,2,96,283.1,6.04970000000321,0.810607965945351,0.00173152041356796,0.736695499826128,0.0024000846804161
500,0.03,5,1,0.8,0,0,2,97,277,3.56434999999474,0.809050081631466,0.00119687977054429,0.739272140886748,0.00228748684537395
100,0.1,20,0.6,0.6,0,0,2,98,215.9,1.01034999999683,0.787336123300701,0.0017614469076344,0.720612322029443,0.00265663589360298
2000,0.03,20,0.8,0.4,0,0,2,99,173.85,7.7542000000074,0.809097680533991,0.00168307699373113,0.736958508997588,0.0022540189948254
100,0.03,10,0.6,0.6,0,0.1,2,100,557.55,2.48014999999432,0.788244793143524,0.00175268348002644,0.722313023226255,0.00257850559220422
